metric_name	excluded_chromosome	full_estimate	full_SE	approximate_leave_chromosome_estimate	delta_from_full	absolute_delta	influence_SE_ratio	sign_flip	catastrophic	chromosome_regression_SNP_N	contributing_jackknife_blocks	effective_block_fraction_sum	method	diagnostic_class	number_blocks	input_freeze_id
HSQ1	1	0.4942643977082528	0.0331367103074015	0.4848940230424676	-0.00937037466578522	0.00937037466578522	0.282779267430546	False	False	239066	16	15.36117715093491	FIRST_ORDER_SUM_OF_LEAVE_BLOCK_INFLUENCE	BLOCK_INFLUENCE_APPROXIMATION_NOT_EXACT_LOCO	200	SLDXR_FORMAL_INPUT_FREEZE_v1:6da435f42faa40f20ecf4b0b1e48d70782224704c86a829fe1e73c5269250b0a
HSQ1	2	0.4942643977082528	0.0331367103074015	0.5026445377543998	0.008380140046146956	0.008380140046146956	0.2528959564303867	False	False	245549	17	15.777742080575724	FIRST_ORDER_SUM_OF_LEAVE_BLOCK_INFLUENCE	BLOCK_INFLUENCE_APPROXIMATION_NOT_EXACT_LOCO	200	SLDXR_FORMAL_INPUT_FREEZE_v1:6da435f42faa40f20ecf4b0b1e48d70782224704c86a829fe1e73c5269250b0a
HSQ1	3	0.4942643977082528	0.0331367103074015	0.5058525567566716	0.011588159048418811	0.011588159048418811	0.34970758837911714	False	False	226225	15	14.536079162115273	FIRST_ORDER_SUM_OF_LEAVE_BLOCK_INFLUENCE	BLOCK_INFLUENCE_APPROXIMATION_NOT_EXACT_LOCO	200	SLDXR_FORMAL_INPUT_FREEZE_v1:6da435f42faa40f20ecf4b0b1e48d70782224704c86a829fe1e73c5269250b0a
HSQ1	4	0.4942643977082528	0.0331367103074015	0.49552656250902055	0.00126216480076774	0.00126216480076774	0.038089622930548406	False	False	230966	16	14.840711944997752	FIRST_ORDER_SUM_OF_LEAVE_BLOCK_INFLUENCE	BLOCK_INFLUENCE_APPROXIMATION_NOT_EXACT_LOCO	200	SLDXR_FORMAL_INPUT_FREEZE_v1:6da435f42faa40f20ecf4b0b1e48d70782224704c86a829fe1e73c5269250b0a
HSQ1	5	0.4942643977082528	0.0331367103074015	0.5138414806358307	0.01957708292757787	0.01957708292757787	0.5907974191151101	False	False	198252	14	12.73867506264859	FIRST_ORDER_SUM_OF_LEAVE_BLOCK_INFLUENCE	BLOCK_INFLUENCE_APPROXIMATION_NOT_EXACT_LOCO	200	SLDXR_FORMAL_INPUT_FREEZE_v1:6da435f42faa40f20ecf4b0b1e48d70782224704c86a829fe1e73c5269250b0a
HSQ1	6	0.4942643977082528	0.0331367103074015	0.488750955203197	-0.00551344250505581	0.00551344250505581	0.1663847272076466	False	False	222778	15	14.314592302255349	FIRST_ORDER_SUM_OF_LEAVE_BLOCK_INFLUENCE	BLOCK_INFLUENCE_APPROXIMATION_NOT_EXACT_LOCO	200	SLDXR_FORMAL_INPUT_FREEZE_v1:6da435f42faa40f20ecf4b0b1e48d70782224704c86a829fe1e73c5269250b0a
HSQ1	7	0.4942643977082528	0.0331367103074015	0.4989597145490853	0.004695316840832464	0.004695316840832464	0.14169532211481192	False	False	188185	13	12.091820343121507	FIRST_ORDER_SUM_OF_LEAVE_BLOCK_INFLUENCE	BLOCK_INFLUENCE_APPROXIMATION_NOT_EXACT_LOCO	200	SLDXR_FORMAL_INPUT_FREEZE_v1:6da435f42faa40f20ecf4b0b1e48d70782224704c86a829fe1e73c5269250b0a
HSQ1	8	0.4942643977082528	0.0331367103074015	0.48463812432970377	-0.009626273378549044	0.009626273378549044	0.2905017815361984	False	False	164657	12	10.5800295572833	FIRST_ORDER_SUM_OF_LEAVE_BLOCK_INFLUENCE	BLOCK_INFLUENCE_APPROXIMATION_NOT_EXACT_LOCO	200	SLDXR_FORMAL_INPUT_FREEZE_v1:6da435f42faa40f20ecf4b0b1e48d70782224704c86a829fe1e73c5269250b0a
HSQ1	9	0.4942643977082528	0.0331367103074015	0.4862152206902712	-0.008049177017981635	0.008049177017981635	0.2429081506073266	False	False	135802	9	8.725952579836791	FIRST_ORDER_SUM_OF_LEAVE_BLOCK_INFLUENCE	BLOCK_INFLUENCE_APPROXIMATION_NOT_EXACT_LOCO	200	SLDXR_FORMAL_INPUT_FREEZE_v1:6da435f42faa40f20ecf4b0b1e48d70782224704c86a829fe1e73c5269250b0a
HSQ1	10	0.4942643977082528	0.0331367103074015	0.4946890981038017	0.0004247003955488715	0.0004247003955488715	0.012816613103987252	False	False	160759	12	10.329563708796506	FIRST_ORDER_SUM_OF_LEAVE_BLOCK_INFLUENCE	BLOCK_INFLUENCE_APPROXIMATION_NOT_EXACT_LOCO	200	SLDXR_FORMAL_INPUT_FREEZE_v1:6da435f42faa40f20ecf4b0b1e48d70782224704c86a829fe1e73c5269250b0a
HSQ1	11	0.4942643977082528	0.0331367103074015	0.48819543176317104	-0.006068965945081772	0.006068965945081772	0.1831493195546992	False	False	156208	11	10.037139369016256	FIRST_ORDER_SUM_OF_LEAVE_BLOCK_INFLUENCE	BLOCK_INFLUENCE_APPROXIMATION_NOT_EXACT_LOCO	200	SLDXR_FORMAL_INPUT_FREEZE_v1:6da435f42faa40f20ecf4b0b1e48d70782224704c86a829fe1e73c5269250b0a
HSQ1	12	0.4942643977082528	0.0331367103074015	0.5000520569341422	0.005787659225889419	0.005787659225889419	0.17466004235781585	False	False	146146	10	9.390605924307653	FIRST_ORDER_SUM_OF_LEAVE_BLOCK_INFLUENCE	BLOCK_INFLUENCE_APPROXIMATION_NOT_EXACT_LOCO	200	SLDXR_FORMAL_INPUT_FREEZE_v1:6da435f42faa40f20ecf4b0b1e48d70782224704c86a829fe1e73c5269250b0a
HSQ1	13	0.4942643977082528	0.0331367103074015	0.491206731472013	-0.00305766623623982	0.00305766623623982	0.09227428455856258	False	False	117473	9	7.548223350253807	FIRST_ORDER_SUM_OF_LEAVE_BLOCK_INFLUENCE	BLOCK_INFLUENCE_APPROXIMATION_NOT_EXACT_LOCO	200	SLDXR_FORMAL_INPUT_FREEZE_v1:6da435f42faa40f20ecf4b0b1e48d70782224704c86a829fe1e73c5269250b0a
HSQ1	14	0.4942643977082528	0.0331367103074015	0.49730449315632697	0.0030400954480741538	0.0030400954480741538	0.0917440331243476	False	False	99930	7	6.420998522135835	FIRST_ORDER_SUM_OF_LEAVE_BLOCK_INFLUENCE	BLOCK_INFLUENCE_APPROXIMATION_NOT_EXACT_LOCO	200	SLDXR_FORMAL_INPUT_FREEZE_v1:6da435f42faa40f20ecf4b0b1e48d70782224704c86a829fe1e73c5269250b0a
HSQ1	15	0.4942643977082528	0.0331367103074015	0.4918848355623991	-0.0023795621458537197	0.0023795621458537197	0.07181045202674252	False	False	85182	7	5.473366317548031	FIRST_ORDER_SUM_OF_LEAVE_BLOCK_INFLUENCE	BLOCK_INFLUENCE_APPROXIMATION_NOT_EXACT_LOCO	200	SLDXR_FORMAL_INPUT_FREEZE_v1:6da435f42faa40f20ecf4b0b1e48d70782224704c86a829fe1e73c5269250b0a
HSQ1	16	0.4942643977082528	0.0331367103074015	0.4949630084386494	0.000698610730396565	0.000698610730396565	0.021082682134578746	False	False	91812	7	5.89937672685215	FIRST_ORDER_SUM_OF_LEAVE_BLOCK_INFLUENCE	BLOCK_INFLUENCE_APPROXIMATION_NOT_EXACT_LOCO	200	SLDXR_FORMAL_INPUT_FREEZE_v1:6da435f42faa40f20ecf4b0b1e48d70782224704c86a829fe1e73c5269250b0a
HSQ1	17	0.4942643977082528	0.0331367103074015	0.4975221470207101	0.0032577493124573143	0.0032577493124573143	0.09831239378429352	False	False	80373	6	5.164364197134228	FIRST_ORDER_SUM_OF_LEAVE_BLOCK_INFLUENCE	BLOCK_INFLUENCE_APPROXIMATION_NOT_EXACT_LOCO	200	SLDXR_FORMAL_INPUT_FREEZE_v1:6da435f42faa40f20ecf4b0b1e48d70782224704c86a829fe1e73c5269250b0a
HSQ1	18	0.4942643977082528	0.0331367103074015	0.49768687551489116	0.0034224778066383466	0.0034224778066383466	0.10328357205313447	False	False	94195	7	6.052496305339588	FIRST_ORDER_SUM_OF_LEAVE_BLOCK_INFLUENCE	BLOCK_INFLUENCE_APPROXIMATION_NOT_EXACT_LOCO	200	SLDXR_FORMAL_INPUT_FREEZE_v1:6da435f42faa40f20ecf4b0b1e48d70782224704c86a829fe1e73c5269250b0a
HSQ1	19	0.4942643977082528	0.0331367103074015	0.4908120500998069	-0.003452347608445927	0.003452347608445927	0.10418498325329542	False	False	74189	6	4.7670115016385015	FIRST_ORDER_SUM_OF_LEAVE_BLOCK_INFLUENCE	BLOCK_INFLUENCE_APPROXIMATION_NOT_EXACT_LOCO	200	SLDXR_FORMAL_INPUT_FREEZE_v1:6da435f42faa40f20ecf4b0b1e48d70782224704c86a829fe1e73c5269250b0a
HSQ1	20	0.4942643977082528	0.0331367103074015	0.49535988487573324	0.0010954871674804245	0.0010954871674804245	0.033059623520797526	False	False	68408	5	4.39555355651224	FIRST_ORDER_SUM_OF_LEAVE_BLOCK_INFLUENCE	BLOCK_INFLUENCE_APPROXIMATION_NOT_EXACT_LOCO	200	SLDXR_FORMAL_INPUT_FREEZE_v1:6da435f42faa40f20ecf4b0b1e48d70782224704c86a829fe1e73c5269250b0a
