permutation	null_mean_difference
1	0.10583333718824894
2	-0.04181737323878276
3	-0.011590468449968139
4	0.05553761457476214
5	0.04605274206986798
6	-0.06611862238510002
7	-0.02479622365549239
8	0.002453171453531189
9	-0.07134477680440887
10	0.0314989155614438
11	-0.02562035332274526
12	0.029414971157910363
13	0.08989523348753292
14	0.06816371604267091
15	0.005289567123053507
16	0.128207454051257
17	0.09599009697611627
18	0.04993089605859713
19	-0.0007366417115235446
20	0.1043194958071707
21	-0.0743821135873104
22	0.06263241855532553
23	0.07910669259622138
24	0.035475753754697026
25	0.060074434463985193
26	0.02755445696147074
27	0.11285887028680164
28	0.05399287586553636
29	-0.01040007224164019
30	0.03741856894990003
31	0.028032964702505048
32	0.07458341430911641
33	0.09705800219742322
34	-0.05115686022562649
35	0.03222682917142072
36	0.09016020221009025
37	0.019212697520356592
38	-0.025036648013229135
39	-0.04444160651183471
40	0.07454589948451118
41	0.02857310961345738
42	0.06044431869449274
43	0.06979520553954499
44	0.05003670159841067
45	-0.039700187375562246
46	0.07909822357060192
47	-0.0007833574145714728
48	0.0011167713958275538
49	-0.020604615617122235
50	0.058270475679621514
51	-0.009154193720184667
52	0.10643583743063179
53	-0.015467952169671673
54	0.10049528306057276
55	0.010811700467396879
56	0.08074269655827071
57	-0.023880583331524763
58	-0.004608640579539358
59	0.1320488113783158
60	-0.03671876106282812
61	0.009147246356918659
62	0.06776504752150703
63	0.10699103876821692
64	0.08313465649128671
65	-0.047084873146435724
66	0.06567354685323279
67	0.03351931517742379
68	0.032309645970777234
69	-0.039546064640243905
70	-0.014608662273728035
71	-0.049297722579260794
72	0.02442658378587459
73	0.03042876926371929
74	0.0042617879969713
75	0.0865110424246216
76	-0.038592610785081805
77	0.017730809437353834
78	0.08437340739733479
79	-0.011028753686915582
80	-0.06967092512817641
81	0.099677350530893
82	0.036016577101514846
83	0.07774110403823675
84	0.02974806980825795
85	0.07730164458506672
86	0.03372960162294958
87	0.15852689278559295
88	0.02166814674657158
89	0.036094553519880446
90	-0.017547794090955637
91	0.060223249450207295
92	0.0074775290307178555
93	-0.0207989011842733
94	-0.010338230033773543
95	0.12855504545415175
96	0.09183819017409678
97	-0.00875204077583347
98	0.12774215457120142
99	0.011834083497880954
100	0.09622815594224088
101	-0.010933089647174876
102	0.04298410184416146
103	0.0029229030552437862
104	0.097710581745166
105	0.09058787069484198
106	0.07624380769840688
107	0.05322776135698937
108	0.0109499759307774
109	0.010096213462019277
110	0.13007343686021366
111	0.11317715397662043
112	0.16539133275664497
113	0.09350952477679741
114	-0.0357048060441576
115	-0.010748539115916111
116	-0.044596170679826797
117	0.01717217856440656
118	0.07729022584112966
119	0.06299559323458337
120	0.1509006165245339
121	0.14126572734521714
122	-0.021359431239671656
123	0.04246996199922415
124	0.04686426989379311
125	0.03556273343223859
126	-0.010737819642261837
127	0.24962130124737736
128	0.07217324161062244
129	0.012686660543924866
130	-0.0011070027097814794
131	0.00999895175917187
132	0.03073729698209582
133	0.02036588628866065
134	-0.059762540241362405
135	0.09246203020896449
136	0.08101615057763145
137	0.06937051819793738
138	0.05673222835550318
139	0.06517866792871652
140	0.05211742990185764
141	0.00605088782161034
142	0.026181182998912478
143	0.0912500928843798
144	0.010034924618488539
145	0.038457965125962
146	0.08512380942986364
147	0.048110632676396925
148	-0.015856779242955144
149	0.14235085250573842
150	-0.01611114814519965
151	0.06274861325389613
152	-0.014739527208448955
153	-0.00015930819849496736
154	-0.04992637173783043
155	0.09720121064283949
156	-0.008237202351419226
157	0.14837764759134808
158	-0.02030197179110438
159	0.09157099263066582
160	0.009687982939001971
161	-0.026354967310390442
162	-0.008337654065563749
163	0.013952712371855691
164	0.1325516608814108
165	0.010011261672621785
166	0.09092419207286984
167	0.024537415541352914
168	0.06343434551574778
169	0.024811452282098134
170	0.07895700573593034
171	-0.08089959544250047
172	0.06786990099198942
173	0.05796609685522247
174	0.003922635073686731
175	0.06374069154555739
176	0.029647168099638188
177	0.13223430116517032
178	-0.020672441302969524
179	-0.08443790911134608
180	0.06768381379241872
181	0.11260372925512097
182	0.08534744389158488
183	0.10696793287675166
184	0.05455331704233335
185	0.06950112123004715
186	0.017073875562055862
187	0.12626646490211346
188	0.024622741693183237
189	-0.02896788836909936
190	0.03924971602872973
191	0.038799148463894095
192	0.06513700052295235
193	-0.06469783451017852
194	0.06439373879134136
195	0.014639015306132652
196	0.07437054439030355
197	-0.027493115015575498
198	0.06177164572353733
199	0.027561029192224362
200	0.08795929291300197
201	0.03156539573144057
202	-0.02050528732319279
203	0.16263212495995272
204	-0.08180123010163198
205	-0.06416317657855286
206	-0.14339938547747244
207	0.03534297343916659
208	0.0678145788656972
209	0.10159507467177109
210	0.09963326229247316
211	0.010163817236013228
212	-0.04122599730365728
213	0.06298080510822657
214	-0.01854877709169478
215	-0.0033409993570074903
216	0.03856193032119748
217	0.0846165467250275
218	0.05680465662223133
219	-0.01618392539135516
220	0.04833649194971312
221	0.13181068746572944
222	-0.01163659903257952
223	0.053630428517522644
224	0.02264620956431118
225	0.06956219768673444
226	0.06480531476549722
227	0.03321365510691443
228	0.07572923891445837
229	-0.03080037707180594
230	-0.0053034636954143455
231	0.0659388342383802
232	0.04206907071567745
233	0.002449060688332949
234	0.1482843803920928
235	0.03195404316218475
236	0.09620648609907745
237	0.021160971082180735
238	0.05851938108271071
239	-0.01203433381842589
240	-0.012062481006980708
241	0.07032687716594554
242	-0.021661598210153565
243	0.06859441811398237
244	0.05238378849643177
245	0.03292182397735677
246	0.14184000205971414
247	0.003282986175232816
248	0.1792145337340525
249	0.07020758499772883
250	0.0320973673339735
251	0.1035401345069289
252	0.025264102127860566
253	-0.033107641089650475
254	-0.003066370720779199
255	0.05166880831455112
256	0.06610453925363946
257	0.06302024265469663
258	0.09511731690103953
259	0.09336064909857167
260	0.018415684645487707
261	0.144056775864164
262	0.035233525527611276
263	0.0924273662635815
264	0.059410804564326014
265	0.029384602705080143
266	0.0065955727439663825
267	0.054688500807517526
268	0.03973534324189254
269	0.03603952815989375
270	-0.0045909010311449006
271	0.056312588004522324
272	0.044572601681928115
273	0.08537787710357003
274	0.026080479255288225
275	-0.06975369238802354
276	0.09326038868609343
277	0.11039008626678415
278	0.08429234993345625
279	0.06745194272397059
280	0.04529400092461944
281	0.04873968247136795
282	-0.005877980889393841
283	0.09730294224753888
284	-0.011574698690801632
285	0.055421574942796425
286	0.03238438479507022
287	0.006322960498371444
288	0.014347861546287088
289	0.08787112474333147
290	0.08823824857730034
291	0.010484496802208199
292	0.020960826114588604
293	-0.012029643629251963
294	0.07386219484720136
295	0.10225781765792097
296	-0.05645263685681101
297	0.01569988707501646
298	0.055513652651722145
299	0.04760921322396516
300	-0.056268996458890275
301	0.12933818905248207
302	-0.017844150862755592
303	-0.024240442088427905
304	0.0497517990882701
305	-0.015094877906374649
306	0.05014866107774241
307	0.05498102181565945
308	0.047106033750566434
309	0.07794067514596215
310	0.06777109739337162
311	0.046836126575980686
312	0.03414455078992984
313	0.06991404864861894
314	0.07642377500792907
315	0.01048377738153694
316	0.08555369748854758
317	0.02866357651791751
318	0.01491475557579891
319	0.06357731052932714
320	0.09179884515779557
321	-0.02628946254797504
322	-0.010091017813482761
323	-0.03861744984493609
324	0.06726394300586969
