ANNOT	NSNP	STD	TAU1	TAU1_SE	TAU2	TAU2_SE	THETA	THETA_SE	HSQ1	HSQ1_SE	HSQ2	HSQ2_SE	GCOV	GCOV_SE	GCOR	GCOR_SE	GCORSQ	GCORSQ_SE	HSQ1_ENRICHMENT	HSQ1_ENRICHMENT_SE	HSQ2_ENRICHMENT	HSQ2_ENRICHMENT_SE	GCOV_ENRICHMENT	GCOV_ENRICHMENT_SE	GCORSQ_ENRICHMENT	GCORSQ_ENRICHMENT_SE	GCORSQ_ENRICHMENT_P	GCOVSQ_DIFF	GCOVSQ_DIFF_SE	GCOVSQ_DIFF_P
base	5877249.0	0.0	-3.837201134615498e-08	5.086242893526105e-08	-5.9386678685768857e-08	3.0182402355194426e-08	-9.623268226732762e-08	3.698299266829963e-08	0.49440226615603455	0.03311577122938243	0.3787937355787905	0.0198498527661945	0.4354366506393907	0.022247104862492276	1.0061978	0.05393679833701038	1.009819656617596	0.10828078732424991	1.0000016868361592	4.3893328558253974e-07	1.0000129151872286	5.785321642697043e-07	0.9999906626116694	4.864563732823253e-07	1.0	0.0	1.0	0.0	0.0	1.0
Coding_UCSC	83743.0	0.117704526	1.5577937517718965e-07	3.0564683584088925e-07	-1.73283581261785e-07	1.5249362661506893e-07	2.771417584312985e-08	1.5816851828276413e-07	0.04539270206898047	0.0159423318624434	0.04014315553146829	0.009050480574566833	0.02800639712264409	0.008167227260506948	0.6560825	0.159298171843069	0.7072755891266561	0.14707960653632465	6.65089763578553	2.2530793734881653	7.36888185802391	1.6658849855226687	4.5655514968169415	1.3320969245717675	0.700397922036579	0.1301379558257056	0.02235909793272417	-0.001091572571284343	0.0006786577314500774	0.10932664284968596
Coding_UCSC.flanking.500	290086.0	0.2130084	-1.7523896644888737e-07	8.369694626253477e-08	-1.398462927681976e-07	5.380743672844801e-08	-1.9185605992788624e-07	6.28291303428341e-08	0.016456507006714687	0.019827942069103977	0.009734179207584633	0.01108431669627196	0.016379099262155236	0.012076011834771642	1.294111	1.0691093835252103	1.085454115891574	0.28548919092066233	0.6806231188856774	0.807112598771163	0.5432506947390302	0.5897941436536871	0.7593616987139248	0.5652792873611999	1.0748989770384512	0.2544496470366166	0.7687921124709833	3.086756548639134e-05	0.00031371131306037194	0.9217178332755949
Conserved_LindbladToh	143760.0	0.15291773	-1.0023639873679713e-07	3.6901326438965043e-07	-3.436700879433374e-08	2.693787450880336e-07	-2.1132440508608852e-07	1.9607251999786968e-07	0.08066985404810145	0.02990090127450343	0.08455584901654825	0.018990348645299596	0.04737125507741596	0.017334880094897833	0.5735713	0.1715046437180622	0.7669211287656147	0.1264809455454706	6.73506699002102	2.4194232230784953	8.857587421170757	1.9918245050252572	4.466914369405404	1.681862225975058	0.7594634583906069	0.09688518105579058	0.013866514484582204	-0.004700290019198888	0.0027281351018463526	0.08646097410781017
Conserved_LindbladToh.flanking.500	1795783.0	0.4554383	-9.185648686127479e-09	6.149068809691016e-08	-3.264182879547661e-08	6.335155688930172e-08	-3.9171389687453484e-08	8.512702720508969e-08	0.24069398767769318	0.04692022171949176	0.1517295530447485	0.03491923437491873	0.1961268834594055	0.04895880670882474	1.0262884	0.16175488972614488	1.0147312271244597	0.11646757567749061	1.6052315960712153	0.301275794412677	1.2986807346720257	0.2907701013395046	1.47863811213243	0.3590266459563295	1.0048638095670617	0.048259033278361264	0.9198222264662741	7.223866645247878e-05	0.011384725224502203	0.9949436316317244
CTCF_Hoffman	140051.0	0.15095784	6.656039630570376e-08	1.7313257671958127e-07	-7.279322744579986e-08	1.0132917083183202e-07	-1.4616539090184233e-07	8.690660280308293e-08	0.027645891075192323	0.023869977420944103	0.006501129135577884	0.01370561961590048	-0.0038642080950175815	0.011274640276362479	-0.28823772	1.064651918907588	0.7232268233816238	0.17684367492553024	2.3297801132797944	2.042481247171197	0.5917657827833146	1.5229102115612685	-0.36629158066904316	1.0886900246639133	0.7161940437999408	0.14927879450042217	0.05872332232655708	-0.00022219888504151645	0.0005050364784241013	0.6604391862069234
CTCF_Hoffman.flanking.500	276271.0	0.20812215	-2.7946947511736653e-07	1.0711620745951222e-07	-5.769549815681785e-08	6.323035961486312e-08	-5.9084698023070814e-08	5.639012456981618e-08	-0.043375457556942096	0.028280506395045667	0.008489930007436659	0.015940329463891546	0.015653889392610885	0.014089709864687572	0.0	0.0	1.5098921439485966	0.3813605567407878	-1.805768611033187	1.2329405294024107	0.49153423904416194	0.9031158328146824	0.7840490603970517	0.6940601293378014	1.495209698141547	0.3308076105924253	0.13598494872838263	0.0005019177331357521	0.0009793427335620867	0.6088662183360956
DGF_ENCODE	793439.0	0.34128538	-6.991670176148546e-08	9.962884917058545e-08	3.2775517411209876e-08	6.345141656538544e-08	2.9034184834131338e-08	8.196155931727844e-08	0.09015103530041124	0.05708735690944012	0.08849040559455679	0.030819233702850692	0.08079407557790613	0.03102517771509396	0.9045781	0.3435016454739773	0.9838127088086027	0.13805679798869852	1.0084010269579218	0.8531215053368171	1.7030676924328763	0.5832749957112104	1.3757808261282711	0.5215508842765615	0.9742459481368149	0.08249432615122562	0.7552216391791129	-0.0018825852278423014	0.005620708815328793	0.7380251407020748
DGF_ENCODE.flanking.500	2368307.0	0.49242878	6.259495677340965e-08	5.815422809973825e-08	7.2170593057308e-08	4.978720369308576e-08	8.28107857842042e-08	5.823825688366924e-08	0.3027432776919662	0.07022234373935429	0.23779318933081214	0.04279188261803257	0.3007990884623648	0.04689262535344878	1.1210877	0.1638477674815796	1.0591082915368089	0.12801008879264614	1.6779409229737101	0.3468459741335084	1.5491904602083415	0.29327733463387207	1.7183317199178625	0.25414096233488676	1.0488093439221668	0.0632409028540131	0.44114829581747705	0.016887463803859762	0.022276055344885536	0.449288332087884
DHS_peaks_Trynka	644920.0	0.30395728	1.7979398592160578e-07	1.7936172014287877e-07	4.584526536177691e-08	8.916133253933367e-08	1.37191747739962e-07	1.0334031941283683e-07	0.16705507552136484	0.06519940251248064	0.09587091712716635	0.032813960306907926	0.10316286461565113	0.032085404197050124	0.8151736	0.23502648627386227	0.9590084075751173	0.12483191491400386	2.8879081333450283	1.175199802216516	2.332333403682737	0.7953648756390487	2.1604707476323197	0.6755676450359696	0.9496828481110462	0.0658677092381434	0.44582429952529923	-0.005717203630250165	0.008074621027742408	0.4797451359586582
