ANNOT	NSNP	STD	TAU1	TAU1_SE	TAU2	TAU2_SE	THETA	THETA_SE	HSQ1	HSQ1_SE	HSQ2	HSQ2_SE	GCOV	GCOV_SE	GCOR	GCOR_SE	GCORSQ	GCORSQ_SE	HSQ1_ENRICHMENT	HSQ1_ENRICHMENT_SE	HSQ2_ENRICHMENT	HSQ2_ENRICHMENT_SE	GCOV_ENRICHMENT	GCOV_ENRICHMENT_SE	GCORSQ_ENRICHMENT	GCORSQ_ENRICHMENT_SE	GCORSQ_ENRICHMENT_P	GCOVSQ_DIFF	GCOVSQ_DIFF_SE	GCOVSQ_DIFF_P
base	5877249.0	0.0	-3.109829904701655e-08	5.099536082298073e-08	-5.159803961873877e-08	3.032936035651801e-08	-8.5744424893619e-08	3.719188512718574e-08	0.4952001470672347	0.033224103567003484	0.3798137607313516	0.01992246441275305	0.4356410987598546	0.022236806123090654	1.0045073	0.05381291671383107	1.0064484899440693	0.10784987538794558	1.0000123466003685	4.65347481383434e-07	0.9999957323465002	5.357578839865436e-07	1.000002589996285	4.790583707872897e-07	1.0	0.0	1.0	0.0	0.0	1.0
Coding_UCSC	83743.0	0.117704526	1.2909679014683206e-07	3.03312418736823e-07	-2.0172888071101625e-07	1.5427555410951754e-07	1.519742376387967e-08	1.590907743320713e-07	0.04389238003779321	0.01589958509882103	0.0389884795154653	0.008990749129335635	0.027645840036264947	0.008136477607764847	0.66829324	0.1652685712370396	0.7181605907605139	0.15215827449250516	6.443500494515209	2.240164324410232	7.15157166551703	1.6509765209684308	4.506890760742297	1.326313731384145	0.7135592113615509	0.13448575914921995	0.034408475536471306	-0.0009934814918229997	0.0006517078403649106	0.1289895288327081
Coding_UCSC.flanking.500	290086.0	0.2130084	-1.546669210483742e-07	8.183954491869372e-08	-1.2148744588103e-07	5.417616577574336e-08	-1.790433543646941e-07	6.198732904749704e-08	0.019729108608666737	0.01977447514481153	0.012686929970826974	0.01118400586541267	0.017662698000159585	0.012168192175089592	1.1164134	0.7447742298920431	1.038600781094613	0.26628263134763486	0.8084970991638308	0.8025236704708429	0.6957942453258914	0.5922702043886537	0.8185669050429413	0.5692623289104378	1.0319462858475057	0.24005349318963626	0.8942646954009117	-1.8290988149162528e-05	0.00035392867488790645	0.9588356150893453
Conserved_LindbladToh	143760.0	0.15291773	-7.52634363720972e-08	3.6845111139882647e-07	-1.2343170929796088e-08	2.6809007636074966e-07	-1.8862407102915313e-07	1.9551374919046793e-07	0.08571498397033339	0.029814316929530148	0.0891615895725009	0.018978382955065785	0.05059608435106504	0.017126798808113592	0.5787615	0.16222195915246246	0.7577212183024837	0.12393333629343939	7.112765139119421	2.403212222561582	9.32421557507226	1.9799383993664768	4.763401922674071	1.6580045583146517	0.7528663671049792	0.09558636480288715	0.010439754295998194	-0.005186730388642369	0.002886210925203844	0.07384042274360336
Conserved_LindbladToh.flanking.500	1795783.0	0.4554383	-9.729709482542148e-09	6.135955743502564e-08	-3.38679981837231e-08	6.314485290204175e-08	-4.110341222940406e-08	8.506025750421031e-08	0.23494649579083585	0.046325572303636375	0.14593384274691784	0.03456416774707288	0.1911877554487763	0.04802393886806498	1.0325179	0.16545295886136815	1.0136305083609756	0.11690014809995315	1.5699172077835009	0.2964414539096737	1.246269497257628	0.2868847371818963	1.4414665125040038	0.3521527526343905	1.007136001979898	0.04978442059034083	0.8861682409078984	0.0005951502095484368	0.011045060453984899	0.9570817715446764
CTCF_Hoffman	140051.0	0.15095784	2.2663925847155042e-08	1.73919431745162e-07	-1.1103486485808389e-07	1.005492009653608e-07	-1.8527580891714024e-07	8.706394538648965e-08	0.025267231282211863	0.02386878155276228	0.004649197142692643	0.013618824269365178	-0.0058950179577984055	0.011251600858854093	-0.5438978	1.6489274071565532	0.7163215570338678	0.17904946902945254	2.1387286930223444	2.038126910151427	0.38544168670858525	1.5115642457520628	-0.558973058123076	1.0853125045535184	0.71173196064279	0.152044433984487	0.05941622448202999	-0.00014026067067623993	0.0004795297906049519	0.7702119573834145
CTCF_Hoffman.flanking.500	276271.0	0.20812215	-2.9435855708470626e-07	1.0683027085178765e-07	-7.067277607575306e-08	6.334584412570621e-08	-6.790445183924021e-08	5.701903660337848e-08	-0.04633661300621565	0.02817508027884225	0.005863386632197754	0.015917389527219637	0.014040721153599407	0.01417882587872158	0.0	0.0	1.5461293928583486	0.40281362419642497	-1.9200592860983174	1.2277113328189244	0.3474678744064352	0.8980265749827341	0.7044005173776812	0.6979095934894957	1.5362230738150053	0.3512704119701431	0.1284669568865544	0.0003467994680668357	0.0009918163094657527	0.7269628945338118
DGF_ENCODE	793439.0	0.34128538	-7.070912744211455e-08	9.929065925007308e-08	3.327551212350954e-08	6.342590808117166e-08	2.2639241592514736e-08	8.225992331745147e-08	0.0864833669101	0.05692860880281248	0.08793744337910363	0.030996566419076447	0.07628175515172075	0.030825224691477103	0.8747168	0.3459184364584341	0.9737014771414984	0.1369923658775481	0.9473112785626161	0.8490436375507836	1.6863293330187763	0.5853605457106038	1.2995496036211371	0.5192789844677191	0.9674628029851873	0.08290099162987968	0.6951217200356772	-0.002183956169173124	0.005477537056326703	0.6905333969596419
DGF_ENCODE.flanking.500	2368307.0	0.49242878	7.278659097664786e-08	5.8100003030858716e-08	7.969812543251464e-08	4.956591226346063e-08	8.748382640533237e-08	5.78724588251589e-08	0.3102756968655798	0.07036746454375126	0.2419531412506028	0.04307952873709838	0.3057524450280407	0.04673332916560205	1.1159133	0.16016649436375763	1.0546401240460275	0.12690527890757275	1.7168785051524338	0.3473119015334159	1.5738236038021738	0.2951908296783287	1.7455282965059504	0.2521299424512362	1.047882861948192	0.06260334996182254	0.4452603842671925	0.01705164117793745	0.022623388948467067	0.4519098082977262
DHS_peaks_Trynka	644920.0	0.30395728	2.0928234789607814e-07	1.7937965424152935e-07	7.320699069168768e-08	8.952197561029607e-08	1.482621314607968e-07	1.041521215938701e-07	0.16692557054162827	0.06520553241844794	0.09815470825512938	0.032824029044385694	0.10099464861746982	0.031978616749702614	0.7890079	0.22759061351447304	0.9490747757987819	0.12324982357101541	2.887460781031986	1.1735231487801585	2.3840756275649557	0.794021062928844	2.113921388976642	0.6743355109294128	0.9429938891870404	0.06540821571604306	0.3845076660231799	-0.006475206114316406	0.008107355367027303	0.42542646479817714
