bin_left	bin_right	count
0.0	0.2	3391976
0.2	0.4	2184755
0.4	0.6000000000000001	1398324
0.6000000000000001	0.8	895029
0.8	1.0	576034
1.0	1.2000000000000002	373092
1.2000000000000002	1.4000000000000001	241696
1.4000000000000001	1.6	159321
1.6	1.8	103179
1.8	2.0	67082
2.0	2.2	43632
2.2	2.4000000000000004	28818
2.4000000000000004	2.6	18579
2.6	2.8000000000000003	12722
2.8000000000000003	3.0	8248
3.0	3.2	5411
3.2	3.4000000000000004	3656
3.4000000000000004	3.6	2326
3.6	3.8000000000000003	1657
3.8000000000000003	4.0	1039
4.0	4.2	786
4.2	4.4	514
4.4	4.6000000000000005	360
4.6000000000000005	4.800000000000001	313
4.800000000000001	5.0	177
5.0	5.2	126
5.2	5.4	103
5.4	5.6000000000000005	53
5.6000000000000005	5.800000000000001	34
5.800000000000001	6.0	35
6.0	6.2	42
6.2	6.4	34
6.4	6.6000000000000005	10
6.6000000000000005	6.800000000000001	16
6.800000000000001	7.0	26
7.0	7.2	9
7.2	7.4	10
7.4	7.6000000000000005	7
7.6000000000000005	7.800000000000001	6
7.800000000000001	8.0	3
8.0	8.200000000000001	5
8.200000000000001	8.4	3
8.4	8.6	4
8.6	8.8	5
8.8	9.0	4
9.0	9.200000000000001	3
9.200000000000001	9.4	3
9.4	9.600000000000001	5
9.600000000000001	9.8	2
9.8	10.0	1
10.0	10.200000000000001	1
10.200000000000001	10.4	1
10.4	10.600000000000001	0
10.600000000000001	10.8	0
10.8	11.0	0
11.0	11.200000000000001	1
11.200000000000001	11.4	0
11.4	11.600000000000001	0
11.600000000000001	11.8	0
11.8	12.0	0
12.0	12.200000000000001	0
12.200000000000001	12.4	1
12.4	12.600000000000001	0
12.600000000000001	12.8	1
12.8	13.0	1
13.0	13.200000000000001	0
13.200000000000001	13.4	0
13.4	13.600000000000001	0
13.600000000000001	13.8	1
13.8	14.0	1
14.0	14.200000000000001	0
14.200000000000001	14.4	1
14.4	14.600000000000001	0
14.600000000000001	14.8	0
14.8	15.0	0
15.0	15.200000000000001	0
15.200000000000001	15.4	0
15.4	15.600000000000001	0
15.600000000000001	15.8	0
15.8	16.0	0
16.0	16.2	0
16.2	16.400000000000002	0
16.400000000000002	16.6	0
16.6	16.8	0
16.8	17.0	0
17.0	17.2	0
17.2	17.400000000000002	0
17.400000000000002	17.6	0
17.6	17.8	0
17.8	18.0	0
18.0	18.2	0
18.2	18.400000000000002	0
18.400000000000002	18.6	0
18.6	18.8	0
18.8	19.0	0
19.0	19.200000000000003	0
19.200000000000003	19.400000000000002	0
19.400000000000002	19.6	0
19.6	19.8	0
19.8	20.0	0
